Rozwiązania dla macierzy 1:
x4 = 0,338389286185101
x5 = -0,836002209641207
x6 = 0,294603667271871
x7 = -2,44740908373085
x8 = -1,23078650653763
x9 = -1,38422805474308
x10 = -2,59392513172442
x11 = 1,78272995120154
x12 = -0,753192355141226
x13 = 0,0241329853110154
x14 = 1,76051473872086
x15 = -1,2875080568416
x16 = -1,20573709135478
x17 = -1,37291800591352
x18 = -1,1898588340991
x19 = 0,142013873897725
x20 = 1,74552850796344
x21 = 0,130633667303798
x22 = -2,89626860476265
x23 = -0,884114468302619
x24 = -0,742482122119897
x25 = -1,26130263357441
x26 = 1,66815271402643
x27 = 0,56777092930514
x28 = -1,68420185048107
x29 = 0,0684047081371679
x30 = -0,504169936046802

Rozwiązania dla macierzy 31:
x1 = -0,222955094969943
x2 = 0,769810948143294
x3 = -0,741882810542345
x4 = 0,0719415869644551
x5 = 0,42983187000774
x6 = -0,366867151139748
x7 = 0,275044770438617
x8 = 0,189340198008289
x9 = -0,292748434273341
x10 = 0,817293812533855
x11 = -0,924250053982944
x12 = 0,705433175869769
x13 = -0,524061337109858
x14 = 1,00458602165432
x15 = -0,946277901909316
x16 = 0,733587375410172
x17 = 0,655674062287969
x18 = -0,864339004686952
x19 = -1,41006404739036
x20 = 0,692051732305112
x21 = -0,439857026390964
x22 = -0,295245378160408
x23 = 0,0931690134624025
x24 = 0,385527540802283
x25 = 0,0906163277864723
x26 = 0,161528364986369
x27 = -1,48251053966615
x28 = 0,77703294064322
x29 = 0,228349837404702
x30 = -0,0343124728181494

Rozwiązania dla macierzy 32:
x1 = -0,0520757499546209
x2 = -0,20037343359175
x3 = -0,111098086051145
x4 = -0,265302877700817
x5 = 0,140678843184444
x6 = -0,0500332592088171
x7 = -0,196956891722604
x8 = -0,380767430827107
x9 = 0,0477132930273606
x10 = -0,401012561047696
x11 = 0,410573753577887
x12 = 0,222157915433447
x13 = -0,125481918928376
x14 = 0,487679324618649
x15 = -0,097986028798584
x16 = 0,170861849377821
x17 = 0,291292357973098
x18 = 0,278496097961608
x19 = 0,070899025097944
x20 = -0,0271696030569825
x21 = -0,42033902857412
x22 = -0,185707283394731
x23 = 0,0918108226224144
x24 = -0,832570719464831
x25 = 0,234861647222804
x26 = 0,39145856041022
x27 = 0,483788332510638
x28 = -0,296573571519906
x29 = 0,154914765115793
x30 = -0,476292561694847

Rozwiązania dla macierzy 33:
x1 = 0,507822643055235
x2 = -0,528939986463959
x3 = -1,16319620027677
x4 = -1,2120279714617
x5 = 2,48671532710531
x6 = 0,339667168778006
x7 = 1,0997329830974
x8 = 1,67912788448595
x9 = 0,778576156634822
x10 = 1,68968238174206
x11 = -0,310235452925196
x12 = 1,65535390121776
x13 = 0,826604085749088
x14 = -3,89456524718967
x15 = 0,539848709177285
x16 = -1,25148303688924
x17 = -2,24989400819146
x18 = 0,446256585658323
x19 = 0,227163651046024
x20 = 1,15078088552447
x21 = 0,661019423191948
x22 = 0,245453457307987
x23 = 1,28033419030666
x24 = -0,844638014930107
x25 = 2,38734475929324
x26 = -1,82240418662403
x27 = 1,15329525887804
x28 = -0,936188526610319
x29 = -0,914260059500926
x30 = 1,96810890748651

Rozwiązania dla macierzy 34:
x1 = -49,0624234785389
x2 = -9,19781496791168
x3 = -46,7045805305802
x4 = -65,9940467712187
x5 = -12,4456014583079
x6 = -32,2799880850222
x7 = -27,6930643467941
x8 = 58,2863112618325
x9 = 48,3911544986573
x10 = 109,736024242782
x11 = 44,1273835810457
x12 = 25,9526533740647
x13 = -40,4701759627803
x14 = 48,6559087847614
x15 = 36,8460137085392
x16 = -38,1989539876553
x17 = -27,0446839593449
x18 = 3,52883224494264
x19 = -69,9947298611379
x20 = -63,3879003899176
x21 = 52,1300628292479
x22 = 62,011503037075
x23 = -24,5962294465974
x24 = -12,2496227077514
x25 = 0,18086972708528
x26 = -34,6987821680901
x27 = -20,3070559648901
x28 = 18,2671000058137
x29 = 6,07435769125838
x30 = -14,8642194279485

Rozwiązania dla macierzy 35:
x1 = -1,64949449093626
x2 = -1,26539533264949
